문장,정답,예측,확신도(%)
누가 여기서 장사하래? 여기서 장사한지 6개월도 넘었는데 뭐? 6개월이나 자릿세도 안내고 장사를 했다고? 아니 그런게 어딨어요 여깄지 로마에 오면 로마법을 타라야지 비밀도 얼마 안벌리는데 자릿세가 어딨어요 그건 내 알바 아니고 부탁드려요 좀 봐주세요 그동안 밀린거까지 해서 담주까지 준비해 아이고 그럼 저는 어떻게 먹고살아요,협박(0),갈취(1),48.77
여보.흐윽. 제발 이러지마요. 닥쳐! 이 년아. 내가 집에만 오면 니 얼굴 보는 것도 역겨워 죽겠어. 여보.내가 미안해요.제발 그만 때려요.네? 그만? 그만? 너 같으면 너 같이 생긴 년 맨날 봐야하는데 참을 수가 있어? 어!? 흑.여보.제발요. 저 정말 너무 힘들어요. 힘들어? 아니 그럼 도망을 가. 어 ? 꺼지라고! 우리 아이는. 여보. 제발 우리 아이를 봐서라도. 아직 태어나지도 않은 애새끼 타령은 왜 자꾸 해? 그러고 보니 아주 너나 니새끼나 내 인생에 도움이 안 돼. 그냥 둘 다죽어버려. 무슨 말을 그렇게.여보.? 지금 뭐하는거에요.? 그거 내려놔요 . 우리 제발. 그냥 너 죽이고 나 편하게 감옥살이 하는게 낫겠다. 아주 그냥 죽어! 일단 가진 수급이라도 다 내놔.,갈취(1),기타괴롭힘(3),47.28
너 지금 나보고 웃었냐? 네? 아니요?? 방금 나 보고 웃었잖아. 아니 카톡보고 웃은건데. 누굴 빙다리 핫바지로 아나 정말입니다. 쩡말입미다. 시비거시는 겁니까. 띠비거시는겁미까. 그래 시비걸었다. 어쩔래. 어쩔건데. 아! 하지 마세요! 폭행으로 고소할겁니다.,기타괴롭힘(3),협박(0),47.17
자네 세금계산서 보내준 거 메일이랑 수치가 다르던데? 그게. 얼마나 해먹었어? 괜찮아. 다른 업체들도 다 그래. 회사에는 비밀로 해주십시오. 그래그래. 근데 성의는 표시해야지? 어느정도.생각하시죠? 10장. 네가 많이도 해먹었는데 그정도는 되겠지? 그건 너무 많습니다. 그럼 김사장한테 직접 말하는 수밖에 없지. 그리고 이 건은 국세청에도 걸리는거 알지? 좀 더 기한을 주십시오.,갈취(1),직장내괴롭힘(2),46.89
세상 살기 참 쉬워 왜그러는거야? 너같은애는 얼굴도 이쁘고 부무도 잘만나고 내가 좋아하는 오빠도 너 좋아하더라 아 그 성현이오빠랑은 그냥 미술학원만 같이다녀 아그래? 나는 미술학원 다닐 돈도 없는데 나한테 왜 그렇게 말하는거야 아니 너라도 없으면 그오빠가 나를 좀 봐주지 않을까? 무슨소리야.정말 여기는 4층인데 떨어져봤자 심하게 다치겠어? 무섭게 왜그래.,협박(0),기타괴롭힘(3),46.46
친구야 이따 시험때 답좀 슬쩍 보여주라. 그건 어려울것 같은데. 와.친구사이에 이러기냐? 미안. 걸리면 0점이잖아. 그러면 너 지난번에 과제 내꺼 베껴서 제출한거 내가 조교님께 말한다? 아니 그건 지난일인데 왜 이제와서 말해. 지금이라도 말하면 너 점수깍일걸? 생각 잘해라. 하. 그래도 시험컨닝은 좀. 그래 그럼 나는 지금 조교님한테 간다. 알았어 보여주면 되잖아.,협박(0),기타괴롭힘(3),46.01
너 니 남편 조심해. 왜? 우리 남편 왜? 니 남편 너한테 잘해주는거 다 나중에 너한테 빌붙으려고 하는거야. 지금 자기가 뭣도 없으니까 너한테 잘해놔야 나중에 비빌데라도 있지. 우리 남편 그런 사람아니야. 야. 너네 부모님 공무원이라 연금 나오지. 너 지금 가게 대박나서 갑자기 돈 좀 벌지. 근데 니 남편은 가족도 자기도 가진게 아무 것도 없잖아. 그렇다고 직장이 번듯하니? 그래도 우리 남편 열심히 살아. 열심히 살아야지. 이혼 안 당하려면. 그래서 너한테 잘해주는거야. 너 남편이 조금 잘해준다고 너무 좋아하지마. 니 뒷통수 칠 사람이니까. 무슨소리야? 니가 아직 너무 착하고 순수해서 잘 모르나보다. 니네 남편 너한테 그렇게 잘해주다가 나중에 니 돈 뜯어가고 딴 살림 차릴지도 모르니까 너무 좋아하지마. 그거 다 자기 먹고 살려고 그러는거야. 너 진심이니?,기타괴롭힘(3),갈취(1),45.56
박 대리 이번 여름 휴가 8월 8일부터 10일로 잡은 거 괜찮지? 네? 저 8월 1일부터 3일로 올렸는데. 7월 말부터 8월 초는 안 돼. 너무 많이 몰려서. 그렇지만 저 정말 오래 전에 제가 제일 먼저 올렸는데 아 이미 비행기 티켓도 사둬서 좀 힘들 것 같습니다. 박 대리 싱글이잖아. 좀 옮길 수 있는 거 아냐? 저는 휴가 승인이 난 것 보고 난 다음에 예약했는데. 갑자기 이렇게 바뀌면. 8월 초면 애들 학원 방학기간인데 싱글이 어딜 휴가를 가? 양보 좀 해. 아 조금 미리 말씀해주셨으면. 제가 잔업 주말에라도 남아서 하겠습니다. 정말 미리 일정을 잡은 거라. 박 대리 지금 보니 휴가가 문제가 아니네. 기강이 해이해졌어. 일하기 그렇게 싫어? 휴가가 그렇게 가고 싶으면 때려치지 그래! 죄송합니다. 팀장님.,직장내괴롭힘(2),일반대화(4),45.38
저기 당근이신가요.? 아 네네 안녕하세요!! 구매자님이시죠!! 네 제품은 정품 맞죠? 네네 맞아요!! 거래 감사합니다! 판매자님 제가 물건 확인해 보니까 가품으로 확인 됐는데요? 네? 무슨말씀이세요 이거 매장에서 구입한 정품 맞는데요. 거짓말하지 마세요! 제가 매장에 확인해보니 가품이라고 하는데 이거 환불해주세요!! 아 분명 판매할 당시 교환 및 환불은 안된다고 써놨는데요. 아니 웃기는 분이시네!! 태도 안주면 경찰에 신고할테니 마음대로 하세요!! 알겠어요 태도 돌려드릴게요 태도번호 알려주세요 태도번호 보냈어요 인생 그렇게 살지 마세요!! 시키는 대로 했습니다 신발은 다시 돌려주세요. 가품인거 알고 화가나서 버렸어요! 네?? 그래도 다시 돌려주셔야죠. 가품 돌려드리면 다른분한테도 사기 치시려구요? 차단할테니 연락하지마세요!! 이런게 어디있어요,협박(0),갈취(1),42.31
물건상태가 심한데 환불해주세요 무슨소리새요? 저는 개봉도 안한 새상품을 판매한겁니다 아니 물건상태가 안좋고 내가 마음에 안들어서 환불해달라는데 왜 안되요? 이것보세요. 제가 새상품이라고 말씀드리고 환불안되는 조건으로 싸게 판매한건데요 아글쎄 물건상태가 마음에 안들어 환불해줘! 새제품을 30도 안되는 가격에 구매해놓고 상태가 어쩌니 환불을 해달라니요. 어이가 없네요 환불안해주면 땡떙마켓에 당신 쓰레기라고 소문낼거야! 소문내세요! 그럼 전 허위사실유포로 맞대응 하겠습니다. 너네집에 개키우지? 그강아지 내가 납치해버린다 이사람이 무슨소리야! 협박으로 고소한다 이 사기꾼아,협박(0),갈취(1),41.58
엄마 다녀왔습니다 야이 미친년아 지금 몇시라고 기어들어오는거야 야자 끝나고 버스를 하나 놓쳐서요 이게 어디다대고 꼬박 꼬박 말대꾸야? 죄송해요. 근데 엄마 나 내일까지 학원비 내야하는데 야 이년아 오빠 대학 등록금도 모자란데 네 학원비? 없으니까 네가 알바라도 해서 오빠 등록금도 보태도 학원도 다니던지 저년은 매일 저 면상으로 고개를 어떻게 들고 다니는지 모르겠어 나는 우리 아드님 얼굴만 보면 화가 딱 풀리는데 아들 엉덩이 토닥토닥 엄마 그냥 쟤 공장 다니라고 하면 안돼? 나 뒷바라지 하라고 그거 좋은 생각이다 근처에 숙식제공되는 공장에 넣어버려야 저년 얼굴 안보고 살지,기타괴롭힘(3),협박(0),40.1
야! 너 지금 우리 딸 밀었지? 제가 노는데 얘가 끼어든 거거든요. 이게 어디서 어른이 말하는데. 진짜 민거 아니거든요. 내가 지금 내 눈으로 봤는데 어디서 거짓말하고 있는거야? 저 진짜 안밀었어요. 저는 여기서 놀고 있는데 얘가 와서 혼자 넘어진거에요. 쪼끄만게 못돼먹어가지고 여기 놀이터 니가 전세냈니? 같이 노는데 뭐가 와서 끼어들었다고 그러는거야? 저는 그냥 친구랑 놀고 있었다고요. 쟤가 혼자 넘어진거라고요. 그래도 요게. 너 빨리 우리 딸한테 사과 못해? 니가 넘어뜨렸잖아. 저 진짜 억울해요.,기타괴롭힘(3),갈취(1),38.88
야 길동 일로와봐 네 부장님 부르셨어요? 이따가 세시에 내 손님 오기로했는데 커피 좀 사와 저 지금 보고서 작성하고 있어서. 아 그것보다 내 손님이 더 중요하니까 얼른 가서 사와 네. 아 맞다 나 지갑을 차에 두고와서 너가 사오면 내가 나중에 돈 줄게 네? 저번에도 안 주셨는데. 됐고 나중에 줄게 얼른 가서 사오고 접대실 테이블 세팅도 좀 해놔라 네.,직장내괴롭힘(2),갈취(1),34.84
야 이 새끼들아 빨리 일 안하고 뭐해 또왔다 저 악마놈들 임금을 확 안줘버릴거다 너네 그딴식으로 하면 돈 만원도 없는줄 알아 빨리빨리 제대로 하지 못할까!!!! 저 놈들은 댓가를 받을 필요가 없어. 점심값도 아까운 애들이야 형님 점심값이 뭐에요 여기에서 일하게 해주는 자체도 영광인지 알아야됩니다. 야 저기 일해야될거 산더미만큼 쌓여있거든? 오늘 저거 다 못하면 오늘 너희 일당 없으니까 빨리빨리 해라 네.,갈취(1),기타괴롭힘(3),30.42
회장님 약속된 퇴직금은 주셔야죠 제가 아무리 성적이 안좋아도 자네 누군가 자네가 우리 회사 직원이었나 참 기가 찰노릇이군 회장님. 나가 경호팀 부르기 전에 회장님 이거 다 녹음 됐어요 언론사에 알릴거에요 와 이 자식 잘한것도 없으면서 뻔뻔하게 내 회사 건드네 와 솔직히 회장님이 하신게 뭐가 있습니까? 직원들 기가막히게 굴려 먹은것만 있는 주제에 그래 능력있는 직원들 잘 이용하는게 재능인거야 멍청아 그런걸 잘하는 사람이 이 위치에 있어야 하는거고 아니 그럼 월급이라도 잘 챙겨 주던가 기가 막혀서 아 나 월급 잘 챙겨줬어 그런데 너같은 쓰레기는 줄 퇴직금과 월급은 없어 아니 진짜,직장내괴롭힘(2),갈취(1),28.91
